id_cliente,regiao,plano,valor_mensalidade,entrou_em_contato_manutencao,id_manutencao,data_ligacao,motivo_contato,churn,data_cancelamento,dias_ate_cancelamento
CLI-1757,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1758,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 17:09:31,Perda de Pacotes / Oscilação,0,,
CLI-1759,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1760,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-02-06,
CLI-1761,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1762,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1763,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1764,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1765,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 00:24:26,Perda de Pacotes / Oscilação,0,,
CLI-1766,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1767,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 10:55:52,Perda de Pacotes / Oscilação,0,,
CLI-1768,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1769,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1770,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 16:11:54,Perda de Pacotes / Oscilação,1,2026-01-30,20.0
CLI-1771,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1772,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 09:45:36,Lentidão Extrema,0,,
CLI-1773,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1774,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1775,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 17:16:05,Lentidão Extrema,0,,
CLI-1776,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1777,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 02:30:56,Lentidão Extrema,0,,
CLI-1778,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 03:20:46,Sem Conexão / Queda Geral,1,2026-03-10,20.0
CLI-1779,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-16 01:34:36,Perda de Pacotes / Oscilação,0,,
CLI-1780,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 02:31:51,Perda de Pacotes / Oscilação,0,,
CLI-1781,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1782,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1783,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1784,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 09:59:43,Lentidão Extrema,0,,
CLI-1785,Centro - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1786,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-01-25,
CLI-1787,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 14:58:02,Perda de Pacotes / Oscilação,0,,
CLI-1788,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1789,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1790,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1791,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1792,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-02-17,
CLI-1793,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 02:00:51,Lentidão Extrema,0,,
CLI-1794,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 11:42:42,Lentidão Extrema,0,,
CLI-1795,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1796,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1797,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1798,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1799,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1800,Zona Sul - RJ,Fibra 1 Giga,199.9,1,MNT-2026-005,2026-02-18 01:47:17,Lentidão Extrema,0,,
CLI-1801,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 14:26:58,Perda de Pacotes / Oscilação,0,,
CLI-1802,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1803,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1804,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 11:14:37,Lentidão Extrema,0,,
CLI-1805,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 02:21:16,Lentidão Extrema,0,,
CLI-1806,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1807,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1808,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1809,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1810,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1811,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1812,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1813,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 12:39:59,Lentidão Extrema,1,2026-03-05,23.0
CLI-1814,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 18:03:11,Perda de Pacotes / Oscilação,1,2026-02-26,16.0
CLI-1815,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 05:32:10,Perda de Pacotes / Oscilação,1,2026-02-03,18.0
CLI-1816,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1817,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1818,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 17:40:02,Sem Conexão / Queda Geral,0,,
CLI-1819,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1820,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1821,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1822,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1823,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 14:00:33,Sem Conexão / Queda Geral,0,,
CLI-1824,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1825,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1826,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1827,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1828,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1829,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 14:13:33,Sem Conexão / Queda Geral,0,,
CLI-1830,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1831,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1832,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 11:12:00,Sem Conexão / Queda Geral,0,,
CLI-1833,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 17:01:05,Sem Conexão / Queda Geral,0,,
CLI-1834,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1835,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-01-19,
CLI-1836,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1837,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 13:08:08,Perda de Pacotes / Oscilação,0,,
CLI-1838,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1839,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1840,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 10:03:02,Lentidão Extrema,1,2026-01-25,15.0
CLI-1841,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1842,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:08:12,Lentidão Extrema,0,,
CLI-1843,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1844,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 15:22:54,Lentidão Extrema,0,,
CLI-1845,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 09:52:05,Sem Conexão / Queda Geral,0,,
CLI-1846,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1847,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,1,2026-01-31,
CLI-1848,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-16 04:51:39,Lentidão Extrema,0,,
CLI-1849,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 04:34:47,Perda de Pacotes / Oscilação,1,2026-02-06,21.0
CLI-1850,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 12:18:06,Sem Conexão / Queda Geral,0,,
CLI-1851,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1852,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1853,Centro - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1854,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1855,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1856,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1857,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 10:12:56,Lentidão Extrema,1,2026-02-25,24.0
CLI-1858,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1859,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1860,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1861,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1862,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1863,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1864,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1865,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 03:08:06,Sem Conexão / Queda Geral,1,2026-02-03,18.0
CLI-1866,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1867,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1868,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1869,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1870,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1871,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1872,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:30:23,Lentidão Extrema,1,2026-01-29,14.0
CLI-1873,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1874,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1875,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1876,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1877,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-02-02,
CLI-1878,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1879,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1880,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1881,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1882,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 11:16:35,Sem Conexão / Queda Geral,0,,
CLI-1883,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1884,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1885,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1886,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1887,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1888,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1889,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1890,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1891,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 19:46:49,Lentidão Extrema,0,,
CLI-1892,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1893,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 09:01:53,Sem Conexão / Queda Geral,0,,
CLI-1894,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1895,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1896,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1897,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 18:23:07,Lentidão Extrema,1,2026-02-17,7.0
CLI-1898,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1899,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 15:37:55,Perda de Pacotes / Oscilação,0,,
CLI-1900,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1901,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 11:45:05,Sem Conexão / Queda Geral,1,2026-01-12,2.0
CLI-1902,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 08:53:10,Sem Conexão / Queda Geral,0,,
CLI-1903,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 00:07:58,Perda de Pacotes / Oscilação,1,2026-02-13,28.0
CLI-1904,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1905,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1906,Barra - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1907,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1908,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1909,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1910,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 05:58:33,Sem Conexão / Queda Geral,0,,
CLI-1911,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1912,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 00:30:16,Sem Conexão / Queda Geral,0,,
CLI-1913,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1914,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 04:10:41,Lentidão Extrema,0,,
CLI-1915,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 12:08:05,Perda de Pacotes / Oscilação,0,,
CLI-1916,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1917,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1918,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1919,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:51:11,Sem Conexão / Queda Geral,0,,
CLI-1920,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1921,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 10:18:50,Lentidão Extrema,0,,
CLI-1922,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1923,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1924,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 11:12:37,Lentidão Extrema,1,2026-02-22,21.0
CLI-1925,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 16:11:17,Lentidão Extrema,1,2026-02-03,24.0
CLI-1926,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1927,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 01:25:59,Perda de Pacotes / Oscilação,0,,
CLI-1928,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:39:44,Sem Conexão / Queda Geral,0,,
CLI-1929,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1930,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1931,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1932,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1933,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:08:22,Sem Conexão / Queda Geral,0,,
CLI-1934,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1935,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1936,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1937,Centro - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1938,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1939,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1940,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1941,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 00:22:50,Lentidão Extrema,0,,
CLI-1942,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1943,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1944,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1945,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1946,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 15:32:07,Sem Conexão / Queda Geral,0,,
CLI-1947,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 12:39:23,Sem Conexão / Queda Geral,1,2026-03-12,30.0
CLI-1948,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1949,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 23:47:08,Lentidão Extrema,1,2026-02-03,19.0
CLI-1950,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1951,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1952,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 16:53:42,Perda de Pacotes / Oscilação,0,,
CLI-1953,Centro - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1954,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1955,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1956,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1957,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1958,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 09:21:11,Perda de Pacotes / Oscilação,1,2026-01-11,1.0
CLI-1959,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 04:50:04,Perda de Pacotes / Oscilação,1,2026-03-13,23.0
CLI-1960,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 11:58:54,Perda de Pacotes / Oscilação,0,,
CLI-1961,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 03:48:17,Perda de Pacotes / Oscilação,0,,
CLI-1962,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1963,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-01-21,
CLI-1964,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1965,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 13:49:07,Perda de Pacotes / Oscilação,1,2026-02-11,10.0
CLI-1966,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 04:42:02,Perda de Pacotes / Oscilação,0,,
CLI-1967,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1968,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1969,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 10:21:19,Sem Conexão / Queda Geral,1,2026-02-18,17.0
CLI-1970,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 02:36:47,Lentidão Extrema,0,,
CLI-1971,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1972,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1973,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1974,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1975,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1976,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 05:48:42,Perda de Pacotes / Oscilação,0,,
CLI-1977,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:54:15,Lentidão Extrema,0,,
CLI-1978,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 09:05:09,Perda de Pacotes / Oscilação,1,2026-02-17,16.0
CLI-1979,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1980,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1981,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1982,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1983,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1984,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1985,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1986,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1987,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 13:56:34,Perda de Pacotes / Oscilação,0,,
CLI-1988,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1989,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1990,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,1,2026-02-11,
CLI-1991,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1992,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1993,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-15 22:42:01,Lentidão Extrema,1,2026-01-23,8.0
CLI-1994,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1995,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1996,Centro - BH,Fibra 1 Giga,199.9,1,MNT-2026-004,2026-02-10 12:32:51,Perda de Pacotes / Oscilação,0,,
CLI-1997,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1998,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1999,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 09:41:30,Lentidão Extrema,0,,
